concept_id	standard_concept	codeset	codes
A_c243	Pregnancy	ICD-9-CM	 633.81, 633.91, 640.01, 640.03, 641.13, 641.21, 641.23, 641.31, 641.33, 641.81, 641.83, 641.91, 641.93, 642.01, 642.02, 642.03, 642.11, 642.12, 642.13, 642.21, 642.22, 642.23, 642.31, 642.32, 642.33, 642.62, 642.63, 642.71, 642.72, 642.73, 642.91, 642.92, 642.93, 643.01, 643.03, 643.81, 643.91, 643.93, 644.03, 644.13, 644.21, 645.11, 645.13, 645.21, 645.23, 646.01, 646.03, 646.11, 646.12, 646.13, 646.21, 646.22, 646.23, 646.31, 646.33, 646.41, 646.42, 646.43, 646.51, 646.52, 646.53, 646.61, 646.62, 646.63, 646.71, 646.73, 646.81, 646.82, 646.83, 646.91, 646.93, 647.01, 647.02, 647.03, 647.11, 647.12, 647.13, 647.21, 647.22, 647.23, 647.31, 647.32, 647.33, 647.41, 647.42, 647.43, 647.51, 647.52, 647.53, 647.61, 647.62, 647.63, 647.81, 647.82, 647.83, 647.91, 647.92, 647.93, 648.01, 648.02, 648.03, 648.11, 648.12, 648.13, 648.21, 648.22, 648.23, 648.31, 648.32, 648.33, 648.41, 648.42, 648.43, 648.51, 648.52, 648.53, 648.61, 648.62, 648.63, 648.71, 648.72, 648.73, 648.81, 648.82, 648.83, 648.91, 648.92, 648.93, 649.01, 649.02, 649.03, 649.11, 649.12, 649.13, 649.21, 649.22, 649.23, 649.31, 649.32, 649.33, 649.41, 649.42, 649.43, 649.51, 649.53, 649.61, 649.62, 649.63, 649.71, 649.73, 651.01, 651.03, 651.11, 651.13, 651.21, 651.23, 651.31, 651.33, 651.41, 651.43, 651.51, 651.53, 651.61, 651.63, 651.71, 651.73, 651.81, 651.83, 651.91, 651.93, 652.01, 652.03, 652.11, 652.13, 652.21, 652.23, 652.31, 652.33, 652.41, 652.43, 652.51, 652.53, 652.61, 652.63, 652.71, 652.73, 652.81, 652.83, 652.91, 652.93, 653.01, 653.03, 653.11, 653.13, 653.21, 653.23, 653.31, 653.33, 653.41, 653.43, 653.51, 653.53, 653.61, 653.63, 653.71, 653.73, 653.81, 653.83, 653.91, 653.93, 654.01, 654.02, 654.03, 654.11, 654.12, 654.13, 654.21, 654.23, 654.31, 654.32, 654.33, 654.41, 654.42, 654.43, 654.51, 654.52, 654.53, 654.61, 654.62, 654.63, 654.71, 654.72, 654.73, 654.81, 654.82, 654.83, 654.91, 654.92, 654.93, 655.01, 655.03, 655.11, 655.13, 655.21, 655.23, 655.31, 655.33, 655.41, 655.43, 655.51, 655.53, 655.61, 655.63, 655.71, 655.73, 655.81, 655.83, 655.91, 655.93, 656.01, 656.03, 656.11, 656.13, 656.21, 656.23, 656.31, 656.33, 656.41, 656.43, 656.51, 656.53, 656.61, 656.73, 656.81, 656.83, 656.91, 656.93, 657.01, 657.03, 658.01, 658.03, 658.11, 658.13, 658.21, 658.23, 658.31, 658.33, 658.41, 658.43, 658.81, 658.83, 658.91, 658.93, 659.01, 659.03, 659.11, 659.13, 659.21, 659.23, 659.31, 659.33, 659.41, 659.43, 659.51, 659.53, 659.61, 659.63, 659.71, 659.73, 659.81, 659.83, 659.91, 659.93, 660.01, 660.03, 660.11, 660.13, 660.21, 660.23, 660.31, 660.33, 660.41, 660.43, 660.51, 660.53, 660.61, 660.63, 660.71, 660.73, 660.81, 660.83, 660.91, 660.93, 661.01, 661.03, 661.11, 661.13, 661.21, 661.23, 661.31, 661.33, 661.41, 661.43, 661.91, 661.93, 662.01, 662.03, 662.11, 662.13, 662.21, 662.23, 662.31, 662.33, 663.01, 663.03, 663.11, 663.13, 663.21, 663.23, 663.31, 663.33, 663.41, 663.43, 663.51, 663.61, 663.63, 663.81, 663.83, 663.91, 663.93, 664.01, 664.11, 664.21, 664.31, 664.51, 664.61, 664.81, 664.91, 665.01, 665.03, 665.11, 665.31, 665.41, 665.51, 665.61, 665.71, 665.72, 665.81, 665.83, 665.91, 665.92, 665.93, 666.02, 666.12, 666.22, 666.32, 667.02, 667.12, 668.01, 668.02, 668.03, 668.11, 668.12, 668.13, 668.21, 668.22, 668.23, 668.81, 668.82, 668.83, 668.91, 668.92, 668.93, 669.01, 669.02, 669.03, 669.11, 669.12, 669.13, 669.51, 669.61, 669.71, 669.81, 669.82, 669.83, 669.91, 669.92, 669.93, 670.02, 671.01, 671.02, 671.03, 671.11, 671.12, 671.13, 671.21, 671.22, 671.23, 671.31, 671.33, 671.42, 671.51, 671.52, 671.53, 671.81, 671.82, 671.83, 671.91, 671.92, 671.93, 672.02, 673.01, 673.02, 673.03, 673.11, 673.12, 673.13, 673.21, 673.22, 673.23, 673.31, 673.32, 673.33, 673.81, 673.82, 674.01, 674.02, 674.03, 674.12, 674.22, 674.32, 674.42, 674.51, 674.52, 674.53, 674.82, 674.92, 675.01, 675.02, 675.03, 675.11, 675.12, 675.13, 675.21, 675.22, 675.23, 675.81, 675.82, 675.83, 675.91, 675.92, 675.93, 676.01, 676.02, 676.03, 676.11, 676.12, 676.13, 676.21, 676.22, 676.23, 676.31, 676.32, 676.41, 676.42, 676.43, 676.51, 676.52, 676.53, 676.61, 676.62, 676.63, 676.81, 676.82, 676.83, 676.91, 676.92, 676.93, 678.01, 678.03, 678.11, 678.13, 679.01, 679.02, 679.03, 679.11, 679.12, 679.13, V22.2, V23.0, V23.1, V23.2, V23.3, V23.4, V23.41, V23.49, V23.5, V23.7, V23.8,633.11,633.21
A_c532	Pregnancy	SNOMED-CT	 102875003, 14418008, 169560008, 169561007, 169562000, 169563005, 169564004, 169565003, 169566002, 169567006, 169568001, 199715003, 237233002, 237238006, 237239003, 237240001, 237241002, 237242009, 237244005, 248985009, 281307002, 314204000, 41587001, 442478007, 45307008, 47200007, 57630001, 58532003, 59466002, 65727000, 72892002, 77386006, 83074005, 9279009,102872000,102873005
A_c530	Renal failure and ESRD	ICD-10-CM	 N17.2, N17.8, N17.9, N99.0,N17.0,N17.1
A_c529	Renal failure and ESRD	ICD-9-CM	 584.7, 584.8, 584.9, 585.5, 585.6, 586, 788.5,584.5,584.6
A_c531	Renal failure and ESRD	SNOMED-CT	 194781004, 236433006, 236434000, 236435004, 236436003, 268854008, 298015003, 307309005, 42399005, 425369003, 46177005, 49220004, 90688005,194779001,194780003
A_c230	Anemias and Bleeding Disorders	ICD-10-CM	 D62, D65, D66, D67, D68.0, D68.1, D68.2, D68.3, D68.4, D68.8, D69.3, D69.41, D69.42, D69.49, D69.5, D69.6,D50.0,D50.9
A_c223	Anemias and Bleeding Disorders	ICD-9-CM	 285.1, 286.0, 286.1, 286.2, 286.3, 286.4, 286.5, 286.6, 286.7, 286.9, 287.30, 287.31, 287.32, 287.33, 287.39, 287.4, 287.41, 287.49, 287.5,280.0,280.9
A_c507	Anemias and Bleeding Disorders	SNOMED-CT	 10564005, 10619002, 109996008, 109998009, 110000005, 111407006, 111570005, 111571009, 111572002, 111573007, 111574001, 111575000, 111576004, 111577008, 111578003, 111581008, 111582001, 11491000, 11503009, 115963009, 11781007, 12109003, 12189000, 12238007, 127034005, 127040003, 127041004, 127042006, 127043001, 127044007, 127045008, 127046009, 127049002, 127051003, 127052005, 127053000, 127054006, 127055007, 127056008, 127057004, 127058009, 127059001, 127060006, 127061005, 127319005, 12907000, 129638002, 14024008, 14087004, 14126008, 14379009, 14514008, 15121005, 15276008, 15326009, 15332004, 16360009, 164141009, 164142002, 164143007, 16427007, 16645003, 16964007, 18273004, 183005, 18323000, 18637002, 18662002, 18889005, 189509003, 190996002, 191128004, 191135007, 191136008, 191142007, 191146005, 191148006, 191154007, 191156009, 191161006, 191162004, 191170009, 191177007, 191178002, 191179005, 191187006, 191189009, 191210005, 191213007, 191216004, 191217008, 191218003, 191219006, 191222008, 191228007, 191229004, 191240007, 191244003, 191246001, 191247005, 191248000, 191251007, 191255003, 191256002, 191260004, 191261000, 191262007, 191265009, 191268006, 19442009, 1963002, 21412009, 21914002, 22098000, 22347002, 22438006, 22933009, 23371004, 234346000, 234347009, 234348004, 234349007, 234350007, 234352004, 234353009, 234358000, 234360003, 234361004, 234362006, 234363001, 234364007, 234365008, 234366009, 234367000, 234370001, 234372009, 234375006, 234376007, 234383000, 234385007, 234386008, 234387004, 234388009, 234389001, 234390005, 234391009, 237617006, 237985009, 240453002, 240486003, 24620004, 24661004, 24962009, 24975009, 25251008, 25266006, 25443007, 26333003, 26409005, 26682008, 267513007, 267517008, 267518003, 267524009, 267527002, 267530009, 269175006, 2694001, 26944003, 27080008, 271737000, 27342004, 27366005, 273985002, 275523003, 276448005, 276578004, 277918006, 27798002, 278363000, 28147001, 2835000, 286928002, 28975000, 290246007, 291262006, 29177004, 29551000, 300980002, 301317008, 30418008, 30575002, 306058006, 307333004, 307334005, 307335006, 307336007, 307343001, 307726001, 309742004, 310647000, 31206006, 313291009, 31820007, 32094009, 322699009, 323666000, 32648007, 3272007, 32855007, 33491002, 33905008, 34194007, 34247008, 34629009, 34852006, 34925000, 35703006, 3571004, 35778001, 360495000, 363041004, 36467003, 36472007, 36919001, 371046004, 371315009, 37272000, 373420004, 373421000, 373422007, 37370005, 38292009, 38689004, 387702001, 387745008, 38911009, 389214003, 38970002, 39586009, 3978000, 398623004, 398937006, 40108008, 40387008, 413532003, 413533008, 413565006, 413566007, 413603009, 41387000, 41462006, 415283002, 415284008, 41614006, 416180004, 417425009, 41841004, 420543008, 421102007, 421189000, 421851008, 422167001, 42461002, 42484009, 42601008, 428383000, 429564000, 43707008, 438476003, 43858000, 439007008, 440206000, 441322009, 44206008, 44288006, 444108000, 44452003, 44641000, 44666001, 44910003, 45098004, 45828008, 46737006, 46760003, 47047009, 47084006, 47516005, 47526003, 47844003, 4854004, 48553001, 48580008, 49284006, 4939006, 49472006, 49708008, 4984008, 50220002, 50253007, 50715003, 51071000, 51667002, 52212006, 52565000, 52951008, 5300004, 5315003, 53165003, 54006005, 5430006, 54698001, 55907008, 55995005, 5603006, 56205004, 57192008, 5876000, 59106005, 59548005, 59644002, 5967006, 5994005, 60138009, 60164003, 60504009, 61261009, 61395005, 61777009, 62074008, 62268000, 62389006, 62403005, 62609001, 62677000, 62871001, 63565007, 6398009, 65560000, 65959000, 66055002, 66184009, 66262001, 66309005, 6659005, 66612000, 67894009, 68361004, 68700003, 68870007, 68913001, 69216008, 69574002, 69746005, 69981004, 70517008, 71832003, 71855000, 72501006, 73073009, 73190000, 73891003, 74703006, 75331009, 75443009, 75451007, 76336008, 76366001, 77084001, 77413008, 77607006, 77663007, 78129009, 78209002, 78677008, 78908001, 78997000, 79035003, 79592006, 80126007, 80875006, 80963002, 81711008, 82003006, 82430007, 82895008, 82980005, 83414005, 84027009, 84188003, 85422000, 85557000, 85570009, 85649008, 85746008, 862001, 86225009, 86242003, 86325007, 86448001, 86715000, 86859003, 87190009, 87522002, 87806008, 87810006, 87994004, 8857001, 88854002, 89112009, 89459006, 89810003, 90175006, 90414007, 91217009, 91411007, 934007, 9434008, 9764001,10205009,105599000
A_c116	Atrial Fibrillation	ICD-10-CM	I48,I48.0
A_c115	Atrial Fibrillation	ICD-9-CM	427.31
A_c117	Atrial Fibrillation	SNOMED-CT	 300996004, 314208002, 426749004, 440028005, 440059007, 49436004,195080001,282825002
A_c228	Esophageal and GI Bleed	ICD-10-CM	 K25.2, K25.4, K25.6, K26.0, K26.4, K26.6, K27.0, K27.2, K27.4, K27.6, K28.0, K28.2, K28.4, K28.6, K62.5, K92.0, L70.31, R19.5,K22.6,K25.0
A_c221	Esophageal and GI Bleed	ICD-9-CM	 531.01, 531.20, 531.21, 531.40, 531.41, 531.60, 531.61, 532.00, 532.01, 532.20, 532.21, 532.40, 532.41, 532.60, 532.61, 533.00, 533.01, 533.20, 533.21, 533.40, 533.41, 533.60, 533.61, 534.00, 534.01, 534.20, 534.21, 534.40, 534.41, 534.60, 534.61, 569.3, 578.0, 578.1, 578.9,530.7,531.00
A_c472	Esophageal and GI Bleed	SNOMED-CT	 262790002, 35265002, 439442003, 57748001, 60698006,15238002,15970005
A_c231	Hematuria	ICD-10-CM	R31
A_c224	Hematuria	ICD-9-CM	599.7
A_c474	Hematuria	SNOMED-CT	 197699008, 197700009, 197701008, 197702001, 197703006, 197704000, 197705004, 197706003, 197938001, 197939009, 197940006, 197941005, 197942003, 20407004, 236717007, 236718002, 281855006, 281856007, 281857003, 281858008, 281859000, 281860005, 314280007, 371020003, 53298000, 57965003, 86208007, 95567008,197627003,197698000
A_c232	Hemoptysis	ICD-10-CM	R04.2
A_c225	Hemoptysis	ICD-9-CM	 786.39,786.3,786.30
A_c475	Hemoptysis	SNOMED-CT	66857006
A_c436	Hemorrhage	ICD-10-CM	R58
A_c226	Hemorrhage	ICD-9-CM	459.0
A_c476	Hemorrhage	SNOMED-CT	 111677000, 11547003, 11623000, 12063002, 122003, 126941005, 14255005, 14936004, 15720001, 15902003, 163990004, 16763008, 17615006, 17709002, 181007, 194179009, 195176009, 197812000, 197813005, 197887003, 198031007, 198903000, 200016002, 200173001, 206191000, 206408009, 206425006, 209947002, 209956005, 209958006, 209959003, 209960008, 209961007, 209963005, 209987007, 210190001, 210205007, 232371001, 232425007, 233783005, 234003006, 234004000, 234076002, 234077006, 234507003, 235224000, 235999009, 236000006, 236097003, 236506009, 236606001, 2367005, 237102006, 237124006, 237274002, 237275001, 237277009, 237702003, 237766002, 24251002, 247098001, 24807004, 249421000, 249422007, 249423002, 25004000, 26205001, 262668005, 262721007, 262796008, 262808009, 262814002, 262818004, 262819007, 262826007, 262832002, 262838003, 262852001, 262858002, 262865005, 262870003, 262876009, 262891006, 262951009, 262952002, 264558008, 266464001, 274100004, 276543004, 281864001, 282455004, 283907002, 283921000, 283929003, 283938001, 283944002, 283948004, 283958000, 283965008, 29635000, 30400005, 304831001, 307233002, 309750008, 31056006, 312910009, 312946000, 313304007, 31341008, 314483007, 314484001, 315046005, 315047001, 324618004, 325569000, 33878005, 34135005, 34409000, 35265002, 35486000, 36102002, 371050006, 373597005, 38010008, 38280009, 384993003, 38501006, 38822007, 399131003, 40135004, 405539004, 405541003, 405555006, 409506009, 410064000, 413218001, 41486008, 417941003, 419596007, 428561000, 43262000, 43602006, 43696002, 438510004, 4399003, 443826006, 444312002, 44671008, 44843000, 45626005, 45659008, 46758000, 47236005, 48413001, 49111001, 50088001, 50573001, 50581000, 5223003, 52902005, 53162000, 53839004, 54816003, 55898008, 56517003, 57246001, 61401005, 62182006, 63323000, 63489003, 66556007, 6666006, 68162000, 69452005, 70375006, 70861009, 71266000, 7602002, 76682005, 77708008, 77940004, 78171005, 79816004, 81125004, 81488005, 8465005, 84693004, 85521005, 87345009, 87696004, 87763006, 89966002, 89993004, 90053006, 90165008, 91304009, 93475002, 93476001, 93478000, 95431003, 95453001, 95540002, 95560005, 95562002, 95571006, 981008,102455002,111371005
A_c227	Intracranial Hemorrhage	ICD-10-CM	 I62.1, I67.1, S06.4,I60,I61
A_c217	Intracranial Hemorrhage	ICD-9-CM	 432.0, 432.1, 432.9, 437.3,430,431
A_c473	Intracranial Hemorrhage	SNOMED-CT	 111601003, 111605007, 111611005, 111615001, 111668007, 111671004, 111673001, 111677000, 111681000, 127308007, 127309004, 127310009, 127311008, 127312001, 13289004, 1386000, 1430001, 14460007, 14936004, 17667005, 18485009, 18605003, 195155004, 195160000, 195165005, 195167002, 195168007, 195169004, 20276007, 20908003, 209941001, 209942008, 209943003, 209944009, 209978003, 21202004, 230709005, 230710000, 230711001, 230712008, 230718007, 230719004, 23276006, 237702003, 26205001, 262952002, 262955000, 270907008, 274100004, 276277008, 276278003, 276280009, 276281008, 276282001, 276283006, 276284000, 276285004, 276286003, 276647007, 276648002, 276649005, 276650005, 276651009, 276652002, 276722003, 28048009, 28155008, 281864001, 281865000, 28318001, 288272004, 28837001, 291665000, 29635000, 301764006, 301765007, 30400005, 304831001, 32728005, 34135005, 34501004, 35672006, 371050006, 37134004, 37955001, 38453000, 40135004, 40549004, 42429001, 425957003, 428561000, 431266005, 43216008, 43262000, 4332009, 45659008, 46758000, 49422009, 52201006, 52902005, 59648004, 62973004, 63323000, 65189006, 65971006, 6666006, 66976009, 69178005, 69458009, 70611002, 70861009, 71074007, 71266000, 72986009, 73020009, 73308006, 73439007, 75038005, 75507000, 7602002, 7713009, 77498000, 77768006, 7819003, 78477003, 78757009, 78879009, 81520002, 82894007, 84792001, 86182004, 87020000, 87253004, 87345009, 88747000, 90165008, 90178008, 91216000, 95454007,111593004,111597003
A_c229	Leukemias/Myeloproliferative Disorders	ICD-10-CM	 C90.01, C90.10, C90.11, C91.00, C91.01, C91.10, C91.11, C91.20, C91.21, C91.70, C91.71, C91.90, C91.91, C92.00, C92.01, C92.10, C92.11, C92.20, C92.21, C92.30, C92.31, C92.70, C92.71, C92.90, C92.91, C93.00, C93.01, C93.10, C93.11, C93.20, C93.21, C93.70, C93.71, C93.90, C93.91, C94.00, C94.01, C94.10, C94.11, C94.20, C94.21, C94.70, C94.71, C95.00, C95.01, C95.10, C95.11, C95.20, C95.21, C95.70, C95.71, C95.90, C95.91,C88.9,C90.0
A_c222	Leukemias/Myeloproliferative Disorders	ICD-9-CM	 203.10, 203.11, 203.80, 203.81, 204.00, 204.01, 204.10, 204.11, 204.20, 204.21, 204.80, 204.81, 204.90, 204.91, 205.00, 205.01, 205.10, 205.11, 205.20, 205.21, 205.30, 205.31, 205.80, 205.81, 205.90, 205.91, 206.00, 206.01, 206.10, 206.11, 206.20, 206.21, 206.80, 206.81, 206.90, 206.91, 207.00, 207.01, 207.10, 207.11, 207.20, 207.21, 207.80, 207.81, 208.00, 208.01, 208.10, 208.11, 208.20, 208.21, 208.80, 208.81, 208.90, 208.91,203.00,203.01
A_c477	Leukemias/Myeloproliferative Disorders	SNOMED-CT	 109993000, 110002002, 110004001, 110005000, 110006004, 110007008, 118613001, 127035006, 127066000, 127225006, 188645002, 188649008, 188651007, 188725004, 188726003, 188728002, 188729005, 188732008, 188733003, 188734009, 188736006, 188737002, 188738007, 188741003, 188744006, 188745007, 188746008, 188748009, 188754005, 188768003, 188770007, 190030009, 269475001, 277473004, 277474005, 277545003, 277549009, 277550009, 277551008, 277567002, 277568007, 277569004, 277570003, 277571004, 277572006, 277573001, 277574007, 277575008, 277589003, 277601005, 277602003, 277604002, 277619001, 278189009, 278453007, 285769009, 285839005, 302855005, 302856006, 307341004, 307592006, 307617006, 307651005, 359631009, 359640008, 359648001, 371012000, 372087000, 404122003, 404124002, 404139001, 404151004, 404152006, 404153001, 404154007, 413389003, 413441006, 413442004, 413656006, 413842007, 413843002, 413847001, 414026006, 414824005, 414825006, 415287001, 425333006, 425688002, 425749006, 425869007, 425941003, 426124006, 426217000, 426370008, 426642002, 427056005, 427642009, 427658007, 430338009, 91854005, 91855006, 91856007, 91857003, 91858008, 91860005, 91861009, 92811003, 92812005, 92813000, 92814006, 92817004, 92818009, 93142004, 93143009, 93144003, 93145002, 93146001, 93147005, 93148000, 93149008, 93150008, 93151007, 93152000, 93169003, 93450001, 93451002, 94148006, 94716000, 94718004, 94719007, 95209008, 95210003,109991003,109992005
A_c406	Liver Disorders	ICD-10-CM	 K76.2,K70.30,K70.31
A_c405	Liver Disorders	ICD-9-CM	 571.5,570,571.2
A_c478	Liver Disorders	SNOMED-CT	 197269008, 197270009, 197274000, 197275004, 197279005, 197291001, 197293003, 197294009, 197296006, 197299004, 197300007, 197301006, 197303009, 197304003, 197305002, 197316009, 19943007, 235880004, 235881000, 235895002, 235896001, 243978007, 266468003, 266470007, 271440004, 50325005, 536002, 9953008,111370006,1761006
A_c135	Warfarin Therapy	RxNorm	 855292, 855296, 855298, 855300, 855302, 855304, 855306, 855310, 855312, 855314, 855316, 855318, 855320, 855322, 855324, 855326, 855328, 855332, 855334, 855336, 855338, 855340, 855342, 855344, 855346, 855348,855288,855290
A_c110	Encounter Domiciliary	CPT	 99326, 99327, 99328, 99334, 99335, 99336, 99337,99324,99325
A_c111	Encounter Ophthalmological Services	CPT	 92012, 92014,92002,92004
A_c147	Optic Nerve Head Evaluation	SNOMED-CT	171671002,36228007
A_c73	Primary Open Angle Glaucoma (POAG)	ICD-10-CM	 H40.10, H40.11, H40.12, H40.13, H40.14, H40.15, H40.2, H40.22, H40.23, H40.3, H40.4, H40.5, H40.8, H42,H40,H40.1
A_c72	Primary Open Angle Glaucoma (POAG)	ICD-9-CM	 365.12, 365.15,365.10,365.11
A_c74	Primary Open Angle Glaucoma (POAG)	SNOMED-CT	77075001,84494001
A_c76	Diabetic Retinopathy	ICD-10-CM	 E10.311, E10.319, E11.31, E11.311, E11.319, E11.32, E11.321, E11.329, E11.33, E11.331, E11.339, E11.34, E11.341, E11.349,E10.3,E10.31
A_c78	Diabetic Retinopathy	ICD-9-CM	 362.03, 362.04, 362.05, 362.06,362.01,362.02
A_c80	Diabetic Retinopathy	SNOMED-CT	 232020009, 232021008, 232022001, 232023006, 25093002, 25412000, 311782002, 312903003, 312904009, 312905005, 312906006, 312907002, 312908007, 312909004, 312912001, 314010006, 314011005, 314014002, 314015001, 390834004, 399625000, 399862001, 399863006, 399864000, 399865004, 399866003, 399868002, 399869005, 399870006, 399871005, 399872003, 399873008, 399874002, 399875001, 399876000, 399877009, 408409007, 408410002, 408411003, 408412005, 408413000, 408414006, 408415007, 408416008, 414892004, 414894003, 414908005, 414910007, 417677008, 420486006, 420789003, 421779007, 422034002, 4855003, 59276001, 62585004,193349004,193350004
A_c154	Level of Severity of Retinopathy Findings	SNOMED-CT	 312904009, 312905005, 390834004, 408411003, 408412005,193349004,312903003
A_c155	Macular Edema Findings	SNOMED-CT	 232020009, 312911008, 312912001, 312920004, 312921000, 312922007, 314010006, 314011005, 314014002, 314015001, 37231002, 399864000, 408415007, 408416008, 414892004, 414908005, 420486006, 421779007, 432789001,193350004,193387007
A_c152	Macular or Fundus Exam	SNOMED-CT	410455004
A_c153	Severity of Retinopathy and Macular Edema Findings	SNOMED-CT	 399874002, 399875001, 399877009,399872003,399873008
A_c516	Level of Severity of Retinopathy Findings	SNOMED-CT	 312904009, 312905005, 390834004, 408411003, 408412005,193349004,312903003
A_c515	Macular Edema Findings	SNOMED-CT	 232020009, 312911008, 312912001, 312920004, 312921000, 312922007, 314010006, 314011005, 314014002, 314015001, 37231002, 399864000, 408415007, 408416008, 414892004, 414908005, 420486006, 421779007, 432789001,193350004,193387007
A_c514	Severity of Retinopathy and Macular Edema Findings	SNOMED-CT	 399874002, 399875001, 399877009,399872003,399873008
N_c610	Depression	ICD-10-CM	 F33.3, F39, F43.2, F43.23,F31,F32.3
N_c609	Depression	ICD-9-CM	 296.4, 296.40, 296.41, 296.42, 296.43, 296.44, 296.45, 296.46, 296.5, 296.50, 296.51, 296.52, 296.53, 296.54, 296.55, 296.56, 296.6, 296.60, 296.61, 296.62, 296.63, 296.64, 296.65, 296.66, 296.7, 296.8, 296.80, 296.81, 296.82, 296.89, 296.9, 296.90, 296.99, 309.0, 309.28,296.26,296.36
N_c611	Depression	SNOMED-CT	 15639000, 16295005, 18818009, 191495003, 191601008, 191602001, 191604000, 191606003, 191610000, 191611001, 191613003, 191615005, 191627008, 191629006, 191630001, 191632009, 191634005, 191659001, 191676002, 192079006, 192080009, 19694002, 20250007, 22121000, 22407005, 231485007, 231499006, 231500002, 231542000, 237349002, 237350002, 247803002, 2506003, 25922000, 2618002, 26203008, 268620009, 268621008, 274948002, 279225001, 28475009, 29929003, 300706003, 30687003, 310495003, 310496002, 310497006, 3109008, 319768000, 320751009, 321717001, 33078009, 33135002, 33736005, 34315001, 35489007, 357705009, 36170009, 36474008, 36923009, 370143000, 38451003, 39809009, 40379007, 40568001, 426578000, 42810003, 42925002, 430852001, 43568002, 442057004, 46244001, 48589009, 49468007, 49512000, 51637008, 53607008, 54761006, 58703003, 596004, 59617007, 60099002, 61403008, 66344007, 66631006, 67711008, 68019004, 71336009, 73867007, 74686005, 75084000, 75752004, 76441001, 77911002, 78667006, 79842004, 82218004, 83176005, 832007, 83458005, 84760002, 84788008, 85080004, 87414006, 87512008, 87842000,1196001,15193003
N_c614	Major Depression	ICD-10-CM	 F32, F33, F33.0, F33.1, F33.2, F33.3, F33.9, F34.1, F34.9, F43.21,F30,F30.2
N_c613	Major Depression	ICD-9-CM	 296.22, 296.23, 296.24, 296.25, 296.30, 296.31, 296.32, 296.33, 296.34, 296.35, 298.0, 300.4, 309.1, 311,296.20,296.21
N_c615	Major Depression	SNOMED-CT	 15639000, 18818009, 191610000, 191611001, 191613003, 191615005, 19527009, 20250007, 25922000, 2618002, 268621008, 28475009, 30605009, 319768000, 320751009, 33078009, 33135002, 33736005, 35489007, 36474008, 36923009, 370143000, 38694004, 39809009, 40379007, 42810003, 42925002, 430852001, 46244001, 60099002, 63412003, 63778009, 66344007, 68019004, 69392006, 70747007, 71336009, 73867007, 75084000, 76441001, 77911002, 79298009, 832007, 87512008,14183003,15193003
N_c617	Miscellaneous antidepressants	RxNorm	 260278, 260279, 403917, 403918, 434428, 484425, 636353, 636354, 700622, 803402, 803404, 803406, 844970, 845133, 845134, 845135,199676,199677
N_c619	Phenylpiperazine antidepressants	RxNorm	 204455, 204456, 311923, 351128, 856364, 856369, 856373, 856377, 856381, 856382, 856383, 898697, 898702, 898704, 898707,204453,204454
N_c621	SSNRI antidepressants	RxNorm	 313582, 313583, 313584, 313585, 313586, 314277, 411815, 411816, 431737, 431753, 431754, 596926, 596930, 596934, 616402, 790264, 790288, 801849, 803408, 803409, 808744, 808748, 808751, 808753, 844817, 845104, 845106,313580,313581
N_c622	SSRI antidepressants	RxNorm	 248642, 251200, 283672, 309313, 309314, 310384, 310385, 312241, 312242, 312243, 312244, 312938, 312940, 312941, 313989, 313990, 313995, 314199, 349332, 351249, 351250, 351285, 389202, 541357, 562790, 562791, 562815, 645289, 645290, 645291, 730440, 730441, 730442, 794947, 803293, 826098, 826103, 861064, 902714, 902718, 903873, 903876, 903879, 903882, 903884, 903887, 903891,151260,200371
N_c623	Tetracyclic antidepressants	RxNorm	 197910, 197911, 283406, 283407, 283485, 311725, 311726, 314111, 476809,104817,197909
N_c624	Tricyclic antidepressants	RxNorm	 197365, 197366, 197565, 197566, 197567, 197568, 197569, 197570, 197629, 197630, 197631, 197632, 198045, 198046, 198047, 199283, 199406, 199820, 250033, 309671, 309672, 310019, 310020, 310021, 310022, 312036, 313496, 313498, 313499, 317136, 484938, 835564, 835568, 835572, 835577, 835582, 835586, 835589, 835591, 835593, 856762, 856773, 856783, 856834, 856845, 856853, 856859, 856862, 856865, 856867, 856868, 857289, 857292, 857297, 857301, 857305, 857326, 865143, 865146, 892742, 894755, 894759, 894763, 905168, 905172, 966787,197363,197364
N_c618	Monoamine Oxidase Inhibitors	RxNorm	 313447, 859186, 859190, 859193, 865206, 865210, 865214, 865218, 865220, 865222, 880383, 897069,104837,312347
N_c620	Psychotherapeutic combinations	RxNorm	 403971, 403972, 721787, 856706, 856720, 856769, 856792, 856797, 856825, 856840, 856863,403969,403970
A_c496	Acute Renal Insufficiency	ICD-10-CM	N18.9,N28.9
A_c495	Acute Renal Insufficiency	ICD-9-CM	593.9
A_c497	Acute Renal Insufficiency	SNOMED-CT	 269257004, 301814009, 307309005, 422593004, 430535006, 55655006,14669001,236428007
A_c293	Chemotherapy for Colon Cancer	RxNorm	 105584 , 105691, 197352 , 197709 , 197860 , 197861 , 197862 , 197863 , 199224 , 199316 , 200327 , 200328 , 237788 , 239177 , 244197 , 250288 , 284191 , 310261 , 310378 , 310379 , 310380 , 311282 , 388641,105583
A_c345	Colon Cancer	ICD-10-CM	 C18.2, C18.3, C18.4, C18.5, C18.6, C18.7, C18.9, C19,C18.0,C18.1
